data_autuacao	cod_disciplina_ufabc_edit	disciplina_ufabc_edit	ch_disciplina_ufabc_edit	disciplina_fora	disciplina 1	disciplina 2	disciplina 3	disciplina 4	disciplina 5	disciplina 6	disciplina 7	disciplina 8	disciplina 9	Parecer
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	10235 / PROBABILIDADE E ESTATÍSTICA / 60H / 2024.1 / UNIVERSIDADE CRUZEIRO DO SUL	10235 / PROBABILIDADE E ESTATÍSTICA / 60H / 2024.1 / UNIVERSIDADE CRUZEIRO DO SUL									Indeferido
2024.3	NHT208-19	TEORIA DA CIÊNCIA	48h	2033 / TÓPICOS DE CIÊNCIAS BÁSICAS / 80H / 2024.1 / UNIVERSIDADE CRUZEIRO DO SUL	2033 / TÓPICOS DE CIÊNCIAS BÁSICAS / 80H / 2024.1 / UNIVERSIDADE CRUZEIRO DO SUL									Indeferido
2024.3	BIS0005-15	BASES COMPUTACIONAIS DA CIÊNCIA	24h	XXXX/ ALGORITIMO E PROGRAMACAO I / 63H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE	XXXX/ ALGORITIMO E PROGRAMACAO I / 63H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE									Deferido
2024.3	BIR0004-15	BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA	36h	XXXX/ ETICA E CIDADANIA / 36H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE	XXXX/ ETICA E CIDADANIA / 36H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE									Indeferido
2024.3	BIR0603-15	CIÊNCIA, TECNOLOGIA E SOCIEDADE	36h	XXXX/ CIENCIAS, TECNOLOGIA E SOCIEDADE DA ENGENHARIA / 36H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE	XXXX/ CIENCIAS, TECNOLOGIA E SOCIEDADE DA ENGENHARIA / 36H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE									Deferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	XXXX/ FISICA GERAL E EXPREMENTAL I/ 79H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE	XXXX/ FISICA GERAL E EXPREMENTAL I/ 79H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE	XXXX/ QUIMICA GERAL / 31H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE								Deferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	XXXX/ FISICA GERAL E EXPREMENTAL I/ 79H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE	XXXX/ FISICA GERAL E EXPREMENTAL I/ 79H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE	XXXX/ QUIMICA GERAL / 31H / 2024.1 / UNIVERCIDADE PRESBITERIANA MACKENZIE								Deferido
2024.3	BIJ0207-15	BASES CONCEITUAIS DA ENERGIA	24h	B1FIS / Física Geral / 57h / 2021.1 / Instituto Federal de São Paulo	B1FIS / Física Geral / 57h / 2021.1 / Instituto Federal de São Paulo									Deferido
2024.3	NHT1067-15	EVOLUÇÃO E DIVERSIDADE DE PLANTAS I	48h	B3BOT / Morfologia e Anatomia Vegetal / 57h / 2020.1 / Instituto Federal de São Paulo	B3BOT / Morfologia e Anatomia Vegetal / 57h / 2020.1 / Instituto Federal de São Paulo	B4SIS / Sistemática Vegetal / 57h / 2020.2 / Instituto Federal de São Paulo	BIOG5 / Biogeografia / 57h / 2020.2 / Instituto Federal de São Paulo							Deferido
2024.3	NHT1048-15	SISTEMÁTICA E BIOGEOGRAFIA	48h	B3BOT / Morfologia e Anatomia Vegetal / 57h / 2020.1 / Instituto Federal de São Paulo	B3BOT / Morfologia e Anatomia Vegetal / 57h / 2020.1 / Instituto Federal de São Paulo	B4SIS / Sistemática Vegetal / 57h / 2020.2 / Instituto Federal de São Paulo	BIOG5 / Biogeografia / 57h / 2020.2 / Instituto Federal de São Paulo							Indeferido
2024.3	NHT1063-15	ZOOLOGIA DE INVERTEBRADOS I	72h	B2IN1 / Invertebrados I / 57h / 2019.2 / Instituto Federal de São Paulo	B2IN1 / Invertebrados I / 57h / 2019.2 / Instituto Federal de São Paulo	B3IN2 / Invertebrados II / 57h / 2020.1								Deferido
2024.3	ESTG001-17	CUSTOS	72h	JTL001 / CUSTOS E TARIFAS LOGÍSTICOS / 80H / 2017.2 / FACULDADE DE TECNOLOGIA DE MAUÁ -FATEC MAUÁ	JTL001 / CUSTOS E TARIFAS LOGÍSTICOS / 80H / 2017.2 / FACULDADE DE TECNOLOGIA DE MAUÁ -FATEC MAUÁ									Indeferido
2024.3	ESTG003-17	ECONOMIA DE EMPRESAS	24h	CEF003 / ECONOMIA E FINANÇAS EMPRESARIAIS / 80H / 2017.1 /FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ	CEF003 / ECONOMIA E FINANÇAS EMPRESARIAIS / 80H / 2017.1 /FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ									Indeferido
2024.3	ESTG011-17	ESTATÍSTICA APLICADA A SISTEMAS DE GESTÃO	48h	MET102 / ESTATÍSTICA APLICADA A GESTÃO / 80H / 2016.2 / FACULDADE DE TECNOLOGIA DE MAUÁ -FATEC MAUÁ	MET102 / ESTATÍSTICA APLICADA A GESTÃO / 80H / 2016.2 / FACULDADE DE TECNOLOGIA DE MAUÁ -FATEC MAUÁ									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	MCA022 / CÁLCULO DIFERENCIAL E INTEGRAL / 40H / 2016.2 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ	MCA022 / CÁLCULO DIFERENCIAL E INTEGRAL / 40H / 2016.2 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ	MCA025 / CÁLCULO I / 80H / 2016.1 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ								Deferido
2024.3	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	MCA022 / CÁLCULO DIFERENCIAL E INTEGRAL / 40H / 2016.2 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ	MCA022 / CÁLCULO DIFERENCIAL E INTEGRAL / 40H / 2016.2 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ	MCA025 / CÁLCULO I / 80H / 2016.1 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ								Indeferido
2024.3	BHO1101-15	INTRODUÇÃO À ECONOMIA	48h	CEF003 / ECONOMIA E FINANÇAS EMPRESARIAIS / 80H / 2017.1 /FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ	CEF003 / ECONOMIA E FINANÇAS EMPRESARIAIS / 80H / 2017.1 /FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ									Indeferido
2024.3	ESTG013-17	PESQUISA OPERACIONAL	72h	MPO100 / PESQUISA OPERACIONAL / 80H / 2017.1 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ	MPO100 / PESQUISA OPERACIONAL / 80H / 2017.1 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ									Deferido
2024.3	ESTO012-17	PRINCÍPIOS DE ADMINISTRAÇÃO	24h	AAG001 / ADMINISTRAÇÃO GERAL / 80H / 2016.1 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ	AAG001 / ADMINISTRAÇÃO GERAL / 80H / 2016.1 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ									Deferido
2024.3	ESTU021-17	TRANSPORTES E MOBILIDADE URBANA	24h	ETP002 / MOBILIDADE URBANA (ELETIVA) / 40H / 2018.2 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ	ETP002 / MOBILIDADE URBANA (ELETIVA) / 40H / 2018.2 / FACULDADE DE TECNOLOGIA DE MAUÁ - FATEC MAUÁ									Deferido
2024.3	MCTB009-17	CÁLCULO NUMÉRICO	48h	MCA151/FUNDAMENTOS DE CÁLCULO NUMÉRICO/40H/FATEC SANTO ANDRÉ	MCA151/FUNDAMENTOS DE CÁLCULO NUMÉRICO/40H/FATEC SANTO ANDRÉ									Deferido
2024.3	ESTA002-17	CIRCUITOS ELÉTRICOS I	60h	EEE221/ELETRICIDADE DE CONTROLE AUTOMOTIVO/80H/2022.1/FATEC SANTO ANDRE	EEE221/ELETRICIDADE DE CONTROLE AUTOMOTIVO/80H/2022.1/FATEC SANTO ANDRE									Indeferido
2024.3	BCM0506-15	COMUNICAÇÃO E REDES	36h	IEA004/REDES DE COMUNICAÇÃO AUTOMOTIVA/80H/2023.2/FATEC SANTO ANDRÉ	IEA004/REDES DE COMUNICAÇÃO AUTOMOTIVA/80H/2023.2/FATEC SANTO ANDRÉ									Indeferido
2024.3	ESTA007-17	ELETRÔNICA ANALÓGICA APLICADA	60h	EEA503/ELETRÔNICA ANALÓGICA II/80H/FATEC SANTO ANDRÉ	EEA503/ELETRÔNICA ANALÓGICA II/80H/FATEC SANTO ANDRÉ									Indeferido
2024.3	ESTI002-17	ELETRÔNICA DIGITAL	72h	EED502/ELETRÔNICA DIGITAL II/80H/2022.1/FATEC SANTO ANDRÉ	EED502/ELETRÔNICA DIGITAL II/80H/2022.1/FATEC SANTO ANDRÉ									Indeferido
2024.3	BCJ0203-15	FENÔMENOS ELETROMAGNÉTICOS	60h	EEE221/ELETRICIDADE PARA UNIDADE DE CONTROLE AUTOMOTIVO/80H/2022.1/FATEC SANTO ANDRÉ	EEE221/ELETRICIDADE PARA UNIDADE DE CONTROLE AUTOMOTIVO/80H/2022.1/FATEC SANTO ANDRÉ	FGA002/FÍSICA GERAL E APLICADA II/80H/2022.2/FATEC SANTO ANDRÉ								Deferido
2024.3	BCJ0205-15	FENÔMENOS TÉRMICOS	48h	FAT002/FENÔMENOS DE TRANSPORTE/80H/2022.2/FATEC SANTO ANDRÉ	FAT002/FENÔMENOS DE TRANSPORTE/80H/2022.2/FATEC SANTO ANDRÉ									Indeferido
2024.3	ESTO011-17	FUNDAMENTOS DE DESENHO TÉCNICO	24h	DTG006/DESENHO TECNICO I/40H/2022.1/FATEC SANTO ANDRÉ	DTG006/DESENHO TECNICO I/40H/2022.1/FATEC SANTO ANDRÉ									Indeferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	MET015/ESTATÍSTICA BÁSICA/40H/2023.1/FATEC SANTO ANDRÉ	MET015/ESTATÍSTICA BÁSICA/40H/2023.1/FATEC SANTO ANDRÉ									Indeferido
2024.3	ESTI013-17	SISTEMAS MICROPROCESSADOS	48h	EEM001/MICROCONTROLADORES/80H/2023.1/FATEC SANTO ANDRÉ	EEM001/MICROCONTROLADORES/80H/2023.1/FATEC SANTO ANDRÉ									Indeferido
2024.3	MCTA009-13	COMPUTADORES, ÉTICA E SOCIEDADE	24h	XXXX / FORMAÇÃO SOCIAL E SUSTENTABILIDADE / 80H / 2023 / FIAP - CENTRO UNIVERSITÁRIO	XXXX / FORMAÇÃO SOCIAL E SUSTENTABILIDADE / 80H / 2023 / FIAP - CENTRO UNIVERSITÁRIO									Indeferido
2024.3	BHO0102-15	DESENVOLVIMENTO E SUSTENTABILIDADE	48h	XXXX / FORMAÇÃO SOCIAL E SUSTENTABILIDADE / 80H / 2023 / FIAP - CENTRO UNIVERSITÁRIO	XXXX / FORMAÇÃO SOCIAL E SUSTENTABILIDADE / 80H / 2023 / FIAP - CENTRO UNIVERSITÁRIO									Indeferido
2024.3	MCTA022-17	REDES DE COMPUTADORES	48h	XXXX / NETWORK SECURITY & CLOUD ESSENTIALS / 120H / 2023 / FIAP - CENTRO UNIVERSITÁRIO	XXXX / NETWORK SECURITY & CLOUD ESSENTIALS / 120H / 2023 / FIAP - CENTRO UNIVERSITÁRIO									Indeferido
2024.3	ESTI013-17	SISTEMAS MICROPROCESSADOS	48h	XXXX / HARDWARE HACKING (INTERNET OF THINGS) / 100H / 2023 / FIAP - CENTRO UNIVERSITÁRIO	XXXX / HARDWARE HACKING (INTERNET OF THINGS) / 100H / 2023 / FIAP - CENTRO UNIVERSITÁRIO									Indeferido
2024.3	MCTB001-17	ÁLGEBRA LINEAR	72h	XXXX / Estruturas matemáticas / 160H / 2023.2 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Estruturas matemáticas / 160H / 2023.2 / UNIVERSIDADE SÃO JUDAS TADEU									Deferido
2024.3	MCTA001-17	ALGORITMOS E ESTRUTURAS DE DADOS I	48h	XXXX / Estruturas de dados e análise de algoritmos / 160H / 2023.2 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Estruturas de dados e análise de algoritmos / 160H / 2023.2 / UNIVERSIDADE SÃO JUDAS TADEU									Indeferido
2024.3	MCTA002-17	ALGORITMOS E ESTRUTURAS DE DADOS II	48h	XXXX / Estruturas de dados e análise de algoritmos / 160H / 2023.2 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Estruturas de dados e análise de algoritmos / 160H / 2023.2 / UNIVERSIDADE SÃO JUDAS TADEU									Indeferido
2024.3	MCCC006-23	COMPILADORES E INTERPRETADORES	48h	XXXX / Teoria da computação e compiladores / 160H / 2024.1 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Teoria da computação e compiladores / 160H / 2024.1 / UNIVERSIDADE SÃO JUDAS TADEU									Deferido
2024.3	MCCC007-23	COMPUTAÇÃO GRÁFICA	48h	XXXX / Computação gráfica e realidade virtual / 160H / 2024.1 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Computação gráfica e realidade virtual / 160H / 2024.1 / UNIVERSIDADE SÃO JUDAS TADEU									Deferido
2024.3	MCTA033-15	ENGENHARIA DE SOFTWARE	48h	XXXX / Modelagem de Software / 160H / 2022.1 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Modelagem de Software / 160H / 2022.1 / UNIVERSIDADE SÃO JUDAS TADEU									Deferido
2024.3	ESZG037-17	INOVAÇÃO ESTRATÉGICA	24h	XXXX / Inovação, Sustentabilidade e Competitividade Empresarial / 160H / 2023.1 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Inovação, Sustentabilidade e Competitividade Empresarial / 160H / 2023.1 / UNIVERSIDADE SÃO JUDAS TADEU									Deferido
2024.3	LHZ0041-22	INTRODUÇÃO AOS LETRAMENTOS EM INGLÊS	48h	XXXX / Inglês instrumental e pensamento digital / 160H / 2023.1 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Inglês instrumental e pensamento digital / 160H / 2023.1 / UNIVERSIDADE SÃO JUDAS TADEU									Deferido
2024.3	MCTA018-13	PROGRAMAÇÃO ORIENTADA A OBJETOS	48h	XXXX / Programação de soluções computacionais / 160H / 2022.1 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Programação de soluções computacionais / 160H / 2022.1 / UNIVERSIDADE SÃO JUDAS TADEU									Indeferido
2024.3	MCTA022-17	REDES DE COMPUTADORES	48h	XXXX / Ambientes computacionais e conectividade / 160H / 2022.2 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Ambientes computacionais e conectividade / 160H / 2022.2 / UNIVERSIDADE SÃO JUDAS TADEU									Deferido
2024.3	MCTA026-13	SISTEMAS OPERACIONAIS	48h	XXXX / Sistemas computacionais e segurança / 160H / 2022.2 / UNIVERSIDADE SÃO JUDAS TADEU	XXXX / Sistemas computacionais e segurança / 160H / 2022.2 / UNIVERSIDADE SÃO JUDAS TADEU									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	NCALC-1-T-T/ Cálculo Diferencial e Integral / 60H / 2024.1 / Universidade Estadual Paulista	NCALC-1-T-T/ Cálculo Diferencial e Integral / 60H / 2024.1 / Universidade Estadual Paulista									Indeferido
2024.3	ESTO011-17	FUNDAMENTOS DE DESENHO TÉCNICO	24h	NDES-T-T1 / Desenho Técnico / 2024.1 / 30H / Universidade Estadual Paulista	NDES-T-T1 / Desenho Técnico / 2024.1 / 30H / Universidade Estadual Paulista									Deferido
2024.3	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	234610 / CÁLCULO DIFERENCIAL / 80H / 2015.2 / UNIVERSIDADE ANHEMBI MORUMBI	234610 / CÁLCULO DIFERENCIAL / 80H / 2015.2 / UNIVERSIDADE ANHEMBI MORUMBI	238522 / CÁLCULO INTEGRAL / 80H / 2015.2 / UNIVERSIDADE ANHEMBI MORUMBI								Indeferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	227894 / PROBABILIDADE E ESTATÍSTICA / 80H / 2015.2 / UNIVERSIDADE ANHEMBI MORUMBI	227894 / PROBABILIDADE E ESTATÍSTICA / 80H / 2015.2 / UNIVERSIDADE ANHEMBI MORUMBI									Indeferido
2024.3	BCN0405-15	INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS	48h	234610 / CÁLCULO DIFERENCIAL / 80H / 2015.2 / UNIVERSIDADE ANHEMBI MORUMBI	234610 / CÁLCULO DIFERENCIAL / 80H / 2015.2 / UNIVERSIDADE ANHEMBI MORUMBI	238522 / CÁLCULO INTEGRAL / 80H / 2015.2 / UNIVERSIDADE ANHEMBI MORUMBI								Indeferido
2024.3	BHO1101-15	INTRODUÇÃO À ECONOMIA	48h	ECO04024TE1 / FUNDAMENTOS DA ECONOMIA / 66H / 2021.2 / UNIVERSIDADE ANHEMBI MORUMBI	ECO04024TE1 / FUNDAMENTOS DA ECONOMIA / 66H / 2021.2 / UNIVERSIDADE ANHEMBI MORUMBI									Indeferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	4440/ ESTATÍSTICA APLICADA À ANÁLISE AMBIENTAL / 72H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	4440/ ESTATÍSTICA APLICADA À ANÁLISE AMBIENTAL / 72H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO									deferido
2024.3	NHT1056-15	MICROBIOLOGIA	72h	3571/ MICROBIOLOGIA GERAL / 72H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	3571/ MICROBIOLOGIA GERAL / 72H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BIR0004-15	BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA	36h	Pensamento crítico/ 36H/2024.1/ Fundação armando alvares penteado	Pensamento crítico/ 36H/2024.1/ Fundação armando alvares penteado									Indeferido
2024.3	BIQ0602-15	ESTRUTURA E DINÂMICA SOCIAL	36h	Contemporaneidade e global affairs/ 72H/ 2024.1/ Fundação armando alvares penteado	Contemporaneidade e global affairs/ 72H/ 2024.1/ Fundação armando alvares penteado									Indeferido
2024.3	BHQ0001-15	IDENTIDADE E CULTURA	36h	Contemporaneidade e global affairs/ 72H/ 2024.1/ Fundação armando alvares penteado	Contemporaneidade e global affairs/ 72H/ 2024.1/ Fundação armando alvares penteado									Indeferido
2024.3	BHO1102-19	INTRODUÇÃO À ECONOMIA	36h	Introdução a economia/ 72H/ 2024.1/ Fundação Armando Alvares Penteado	Introdução a economia/ 72H/ 2024.1/ Fundação Armando Alvares Penteado									Deferido
2024.3	BHO0002-19	INTRODUÇÃO AO PENSAMENTO ECONÔMICO	36h	Introdução a economia/ 72H/ 2024.1/ Fundação Armando Alvares Penteado	Introdução a economia/ 72H/ 2024.1/ Fundação Armando Alvares Penteado									Indeferido
2024.3	ESTO012-17	PRINCÍPIOS DE ADMINISTRAÇÃO	24h	Fundamentos de Gestão/ 72H/ 2024.1/ Fundação Armando Alvares Penteado	Fundamentos de Gestão/ 72H/ 2024.1/ Fundação Armando Alvares Penteado									Deferido
2024.3	BHP0001-15	ÉTICA E JUSTIÇA	48h	2622 / [FIL] LEITURA E INTERPRETAÇÃO DE TEXTOS CLÁSSICOS I / 60h / 2020.1	2622 / [FIL] LEITURA E INTERPRETAÇÃO DE TEXTOS CLÁSSICOS I / 60h / 2020.1									Indeferido
2024.3	ESHR002-13	DIREITO INTERNACIONAL PÚBLICO	48h	GR3S0800967 / DIREITO INTERNACIONAL PÚBLICO / 80h / 2019.2 / FECAP	GR3S0800967 / DIREITO INTERNACIONAL PÚBLICO / 80h / 2019.2 / FECAP									Deferido
2024.3	BHQ0003-15	INTERPRETAÇÕES DO BRASIL	48h	2556 / [HIS] HISTORIA DO BRASIL III / 60H / 2021.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	2556 / [HIS] HISTORIA DO BRASIL III / 60H / 2021.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Indeferido
2024.3	BHP0201-15	TEMAS E PROBLEMAS EM FILOSOFIA	48h	2691 / [FIL] FILOSOFIA GERAL / 60h / 2020.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	2691 / [FIL] FILOSOFIA GERAL / 60h / 2020.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	NHT1053-15	BIOLOGIA CELULAR	72h	J46A / CITOLOGIA / 60H / 2019.2 / UNIVERSIDADE PAULISTA	J46A / CITOLOGIA / 60H / 2019.2 / UNIVERSIDADE PAULISTA	N435 / CITOPATOL E CITOL CLINICA / 30H / 2020.2 / UNIVERSIDADE PAULISTA								Indeferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	J38A / QUIMICA GERAL / 60H / 2019.1 / UNIVERSIDADE PAULISTA	J38A / QUIMICA GERAL / 60H / 2019.1 / UNIVERSIDADE PAULISTA	J41A / BIOQUIMICA METABOLICA / 60H / 2020.2 /UNIVERSIDADE PAULISTA								Indeferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	ADM T - 10206 / ESTATÍSTICA BÁSICA / 80H / 2022.01 / FACULDADE ENGENHEIRO SALVADOR ARENA	ADM T - 10206 / ESTATÍSTICA BÁSICA / 80H / 2022.01 / FACULDADE ENGENHEIRO SALVADOR ARENA									Indeferido
2024.3	ESTO011-17	FUNDAMENTOS DE DESENHO TÉCNICO	24h	DTC059 / DESENHO TÉCNICO / 40 HORAS / 2024 / Faculdade de Tecnologia de São Paulo	DTC059 / DESENHO TÉCNICO / 40 HORAS / 2024 / Faculdade de Tecnologia de São Paulo									Indeferido
2024.3	BCL0308-15	BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS	60h	317/BIOQUÍMICA/228H/2017/UNIVERSIDADE FEDERAL DE SÃO PAULO	317/BIOQUÍMICA/228H/2017/UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	1554/FÍSICO-QUÍMICA/96H/2017/UNIVERSIDADE FEDERAL DE SÃO PAULO	1554/FÍSICO-QUÍMICA/96H/2017/UNIVERSIDADE FEDERAL DE SÃO PAULO	368/QUÍMICA GERAL E ANALÍTICA/96H/2017/UNIVERSIDADE FEDERAL DE SÃO PAULO								Indeferido
2024.3	ESZG017-17	CLIMA E CULTURA ORGANIZACIONAL	24h	ADM220 / Comportamento Humano nas Organizacionais / 80H / 2024.1 / Universidade Virtual do Estado de São Paulo	ADM220 / Comportamento Humano nas Organizacionais / 80H / 2024.1 / Universidade Virtual do Estado de São Paulo									Deferido
2024.3	ESTG005-17	ENGENHARIA ECONÔMICA APLICADA A SISTEMAS DE GESTÃO	48h	ECN200 / Teoria Econômica e Economia Digital / 80H / 2024.1 / Universidade Virtual do Estado de São Paulo	ECN200 / Teoria Econômica e Economia Digital / 80H / 2024.1 / Universidade Virtual do Estado de São Paulo	MAT200 / Matemática Financeira / 40H / 2024.1 / Universidade Virtual do Estado de São Paulo	MMB002 / Matemática Básica / 80H / 2023.2 / Universidade Virtual do Estado de São Paulo							Indeferido
2024.3	ESZG040-17	MODELOS DE DECISÃO MULTICRITÉRIO	24h	ADM260 / Indicadores de Desempenho para tomada de decisão / 80H / 2024.2 / Universidade Virtual do Estado de São Paulo	ADM260 / Indicadores de Desempenho para tomada de decisão / 80H / 2024.2 / Universidade Virtual do Estado de São Paulo									Indeferido
2024.3	ESTG023-17	ORGANIZAÇÃO DO TRABALHO	24h	ADM210 / Estudos Organizacionais / 80H / 2024.1 / Universidade Virtual do Estado de São Paulo	ADM210 / Estudos Organizacionais / 80H / 2024.1 / Universidade Virtual do Estado de São Paulo									Indeferido
2024.3	ESTU012-17	POLUIÇÃO ATMOSFÉRICA	36h	DGT0395 / CONTROLE DE POLUIÇÃO AMBIENTAL / 80h / 2023.4 / Universidade Estácio de Sá	DGT0395 / CONTROLE DE POLUIÇÃO AMBIENTAL / 80h / 2023.4 / Universidade Estácio de Sá									Deferido
2024.3	ESZU025-17	EDUCAÇÃO AMBIENTAL	48h	6654 / ÉTICA E EDUCAÇÃO AMBIENTAL / 72H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	6654 / ÉTICA E EDUCAÇÃO AMBIENTAL / 72H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	MCTB001-17	ÁLGEBRA LINEAR	72h	MAT002/ GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR/ 90H/ 2024.1/ UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	MAT002/ GEOMETRIA ANALÍTICA E ÁLGEBRA LINEAR/ 90H/ 2024.1/ UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ									Deferido
2024.3	BCJ0205-15	FENÔMENOS TÉRMICOS	48h	FIS002/ FÍSICA 2/ 75H/ 2024.1/ UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	FIS002/ FÍSICA 2/ 75H/ 2024.1/ UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	MAT001/ CÁLCULO DIFERENCIAL E INTEGRAL 1/ 90H/ 2024.1/ UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	MAT001/ CÁLCULO DIFERENCIAL E INTEGRAL 1/ 90H/ 2024.1/ UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ									Deferido
2024.3	NHT1053-15	BIOLOGIA CELULAR	72h	8160/Fundamentos da Biologia Celular e Molecular/72H/2023.1/UNIVERSIDADE FEDERALL DE SÃO PAULO	8160/Fundamentos da Biologia Celular e Molecular/72H/2023.1/UNIVERSIDADE FEDERALL DE SÃO PAULO									Deferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	8158/Átomos e Moléculas/72H/2023.1/UNIVERSIDADE FEDERAL DE SÃO PAULO	8158/Átomos e Moléculas/72H/2023.1/UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	MCTA001-17	ALGORITMOS E ESTRUTURAS DE DADOS I	48h	00359-80 / ALGORITMOS E ESTRUTURA DE DADOS I / 80H / 2022.1 / UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL	00359-80 / ALGORITMOS E ESTRUTURA DE DADOS I / 80H / 2022.1 / UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL	01403-80 / ALGORITMOS E ESTRUTURA DE DADOS III / 80H / 2023.1 / UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL								Indeferido
